,dport,sport,num_packets down,total_bytes down,min_pkt_size down,max_pkt_size down,mean_pkt_size down,std_pkt_size down,min_iat down,max_iat down,mean_iat down,std_iat down,num_packets up,total_bytes up,min_pkt_size up,max_pkt_size up,mean_pkt_size up,std_pkt_size up,min_iat up,max_iat up,mean_iat up,std_iat up,website
81,443.0,40586.0,48.0,372689.0,52.0,36152.0,7764.354166666667,8889.005158153775,1.0000000000000002e-06,0.019029,0.0015807446808510641,0.003877854132445603,44.0,3115.0,40.0,569.0,70.79545454545455,79.16675939314334,8.000000000000001e-06,0.016213,0.001767767441860465,0.003454778318552915,bbc.co.uk
82,443.0,40610.0,55.0,373073.0,52.0,30376.0,6783.145454545454,6880.432034287615,1.0000000000000002e-06,0.023659000000000003,0.0010944444444444445,0.0033434771735519437,54.0,3623.0,40.0,569.0,67.0925925925926,71.75489425645756,9e-06,0.022196,0.0011412452830188685,0.0031584306832645455,bbc.co.uk
83,443.0,40658.0,45.0,372510.0,52.0,34708.0,8278.0,8391.515214245226,1.0000000000000002e-06,0.008183000000000001,0.0006728636363636363,0.0012665624708637243,46.0,3219.0,40.0,569.0,69.97826086956522,77.48447561513625,1.1000000000000001e-05,0.006461000000000001,0.0006968888888888888,0.0011116477577783972,bbc.co.uk
84,443.0,40678.0,45.0,372530.0,52.0,44816.0,8278.444444444445,9988.526441863083,1.0000000000000002e-06,0.009854,0.0009513863636363637,0.0019224833772034746,46.0,3219.0,40.0,569.0,69.97826086956522,77.48447561513625,5e-06,0.011585000000000002,0.0009683777777777777,0.002078482579025654,bbc.co.uk
85,443.0,40688.0,45.0,372531.0,52.0,37596.0,8278.466666666667,9261.019491787754,0.0,0.007796000000000001,0.0006015681818181818,0.0011921992263221482,47.0,3259.0,40.0,569.0,69.34042553191489,76.76227464393325,8.000000000000001e-06,0.006505,0.0006033043478260872,0.001025843974915077,bbc.co.uk
86,443.0,40706.0,46.0,372583.0,52.0,46260.0,8099.630434782609,9851.829678589762,0.0,0.0077080000000000004,0.0006204,0.0012152118670496032,48.0,3311.0,40.0,569.0,68.97916666666667,75.9824978680584,7.000000000000001e-06,0.0063620000000000005,0.0006233404255319149,0.001095665814581843,bbc.co.uk
87,443.0,40712.0,41.0,372345.0,52.0,47704.0,9081.585365853658,10995.829561646564,0.0,0.009076,0.000795325,0.0014894159823869706,43.0,3051.0,40.0,569.0,70.95348837209302,80.13944795476142,8.000000000000001e-06,0.007237,0.0008013333333333335,0.001308679574090723,bbc.co.uk
88,443.0,40722.0,44.0,372478.0,52.0,47704.0,8465.40909090909,10919.425637246553,1.0000000000000002e-06,0.007894,0.0006547674418604651,0.001252939112973767,45.0,3167.0,40.0,569.0,70.37777777777778,78.31210544089502,4.000000000000001e-06,0.006461000000000001,0.0006739318181818183,0.0011298911533855565,bbc.co.uk
89,443.0,40734.0,44.0,372479.0,52.0,46260.0,8465.431818181818,10451.367811668386,0.0,0.008211000000000001,0.0006705348837209302,0.0012868306091367643,46.0,3207.0,40.0,569.0,69.71739130434783,77.56650567050424,7.000000000000001e-06,0.006582,0.0006756444444444447,0.0011137851750502054,bbc.co.uk
90,443.0,45050.0,10.0,7318.0,52.0,6181.0,731.8,1920.7995904483805,3e-05,0.218181,0.09408466666666666,0.11109012653246912,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1e-05,0.20937,0.0659598125,0.0992501110288002,timesofindia.com
91,443.0,45070.0,10.0,7318.0,52.0,6181.0,731.8,1920.7995904483805,2.0000000000000003e-06,0.21557900000000002,0.09415233333333334,0.1109389937105074,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1.1000000000000001e-05,0.21035500000000001,0.0659835,0.09976369464489575,timesofindia.com
92,443.0,45086.0,12.0,7422.0,52.0,4733.0,618.5,1362.46024128813,1.0000000000000002e-06,0.217618,0.0777638181818182,0.10735925719640406,18.0,1880.0,52.0,569.0,104.44444444444444,121.0649909186954,1.1000000000000001e-05,0.21230500000000002,0.06269764705882352,0.09883752106104568,timesofindia.com
93,443.0,45110.0,9.0,7266.0,52.0,6181.0,807.3333333333334,2021.502040562908,1.0000000000000002e-06,0.21469700000000003,0.10549675000000001,0.11203762863909353,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1e-05,0.209594,0.06576125,0.09933698780044958,timesofindia.com
94,443.0,45130.0,11.0,7370.0,52.0,6181.0,670.0,1833.721789149052,1.0000000000000002e-06,0.21329800000000002,0.0837559,0.10747910813264544,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1e-05,0.207984,0.0652164375,0.09851207461015038,timesofindia.com
95,443.0,45146.0,11.0,7370.0,52.0,6181.0,670.0,1833.721789149052,1.0000000000000002e-06,0.220204,0.0864182,0.11120901390205144,18.0,1880.0,52.0,569.0,104.44444444444444,121.0649909186954,1e-05,0.214646,0.06339847058823529,0.09996245500318961,timesofindia.com
96,443.0,45156.0,10.0,7318.0,52.0,6181.0,731.8,1920.7995904483805,1.0000000000000002e-06,0.213283,0.09293177777777777,0.10952385943571585,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1.1000000000000001e-05,0.207411,0.06512231250000002,0.09836912718918726,timesofindia.com
97,443.0,45188.0,11.0,7370.0,52.0,5844.0,670.0,1723.9938514971566,1.0000000000000002e-06,0.21257600000000001,0.0834622,0.1072714062841435,18.0,1880.0,52.0,569.0,104.44444444444444,121.0649909186954,4.000000000000001e-06,0.20732,0.06119111764705882,0.09649620307224681,timesofindia.com
98,443.0,45206.0,10.0,7318.0,52.0,6181.0,731.8,1920.7995904483805,2.0000000000000003e-06,0.21605700000000003,0.09402222222222224,0.11097699867852999,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1e-05,0.21044800000000002,0.06589012500000001,0.0996200207280143,timesofindia.com
99,443.0,45214.0,10.0,7318.0,52.0,6181.0,731.8,1920.7995904483805,2.0000000000000003e-06,0.213872,0.09351233333333334,0.1100944762363217,17.0,1828.0,52.0,569.0,107.52941176470588,124.05952081917113,1.1000000000000001e-05,0.209742,0.06553525000000002,0.0990883846509435,timesofindia.com
100,443.0,57504.0,46.0,236769.0,52.0,16592.0,5147.152173913043,6088.4000487900175,0.0,0.015425000000000001,0.0019818222222222227,0.0035462958478395513,46.0,3208.0,40.0,569.0,69.73913043478261,77.57904493199423,3e-06,0.015438,0.002043688888888889,0.0035160254473573776,abc.net.au
101,443.0,57516.0,50.0,237019.0,52.0,16458.0,4740.38,5847.971184530755,1.0000000000000002e-06,0.008715,0.0014299387755102048,0.0026288117753730743,48.0,3312.0,40.0,569.0,69.0,75.99496063919759,3e-06,0.008719000000000001,0.0015148297872340428,0.00261869044038651,abc.net.au
102,443.0,57526.0,49.0,236857.0,52.0,16525.0,4833.816326530612,5511.744867679794,0.0,0.016722,0.0018882291666666672,0.0035935567649559956,50.0,3428.0,40.0,569.0,68.56,74.43012337290668,3e-06,0.016738,0.001874591836734694,0.003514014370573724,abc.net.au
103,443.0,57560.0,48.0,236893.0,52.0,16458.0,4935.270833333333,5814.222491477927,1.0000000000000002e-06,0.013417,0.001753382978723405,0.003394220801618357,49.0,3364.0,40.0,569.0,68.65306122448979,75.23838532192428,4.000000000000001e-06,0.013414,0.0017475208333333336,0.0032169015354714297,abc.net.au
104,443.0,57606.0,51.0,237072.0,52.0,27973.0,4648.470588235294,6185.585040569538,1.0000000000000002e-06,0.014418,0.0019392600000000002,0.0036333040442494196,51.0,3468.0,40.0,569.0,68.0,73.79051429553802,6e-06,0.01442,0.0019767599999999997,0.0034843888027858757,abc.net.au
105,443.0,57624.0,52.0,237124.0,52.0,16458.0,4560.076923076923,5331.877037129126,0.0,0.010337,0.0017623137254901963,0.003079404627457692,54.0,3636.0,40.0,569.0,67.33333333333333,71.70010920756934,2.0000000000000003e-06,0.01034,0.0017266226415094347,0.003022616665855642,abc.net.au
106,443.0,57658.0,56.0,237332.0,52.0,16458.0,4238.071428571428,5241.435101389497,1.0000000000000002e-06,0.047906000000000004,0.002585163636363638,0.007007119624759539,56.0,3728.0,40.0,569.0,66.57142857142857,70.50695830080298,4.000000000000001e-06,0.046139,0.002620254545454544,0.006768267052722559,abc.net.au
107,443.0,57706.0,49.0,236968.0,52.0,16592.0,4836.081632653061,5676.2809891862535,1.0000000000000002e-06,0.014861000000000001,0.0019220208333333337,0.0036062135413671382,47.0,3260.0,40.0,569.0,69.36170212765957,76.77477663578418,5e-06,0.014874,0.002033,0.003547676648174127,abc.net.au
108,443.0,57760.0,50.0,237018.0,52.0,16458.0,4740.36,5512.423270825154,1.0000000000000002e-06,0.020603,0.0022480408163265304,0.004167670497208161,51.0,3480.0,40.0,569.0,68.23529411764706,73.71854264302677,4.000000000000001e-06,0.020620000000000003,0.0022294199999999993,0.0040766476578338795,abc.net.au
109,443.0,57802.0,51.0,237073.0,52.0,16525.0,4648.490196078431,5720.842781872437,0.0,0.012469000000000001,0.0019272800000000006,0.003264417953182654,54.0,3636.0,40.0,569.0,67.33333333333333,71.70010920756934,3e-06,0.012473000000000001,0.001843301886792453,0.003202971868706802,abc.net.au
110,443.0,59712.0,12.0,6166.0,40.0,4136.0,513.8333333333334,1155.6150533439547,1.0000000000000002e-06,0.007553000000000001,0.0011835454545454545,0.002184099327578138,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,7.000000000000001e-06,0.006507000000000001,0.0008383529411764706,0.0015719519291781984,nypost.com
111,443.0,59728.0,14.0,6268.0,40.0,4136.0,447.7142857142857,1076.1989684905943,1.0000000000000002e-06,0.014364,0.0017155384615384617,0.003903099102324217,19.0,1624.0,40.0,557.0,85.47368421052632,116.8861594415945,7.000000000000001e-06,0.012822,0.0012553333333333331,0.0029643311119334267,nypost.com
112,443.0,59762.0,13.0,6228.0,40.0,4136.0,479.0769230769231,1113.4644479834444,2.0000000000000003e-06,0.012664000000000002,0.0016180833333333331,0.003559815277596025,19.0,1624.0,40.0,557.0,85.47368421052632,116.8861594415945,1.1000000000000001e-05,0.011335000000000001,0.0011012222222222224,0.002618822581317471,nypost.com
113,443.0,59788.0,13.0,6206.0,40.0,4136.0,477.38461538461536,1114.1945924045717,1.0000000000000002e-06,0.012415,0.0016555833333333333,0.003475405155147273,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,2.3e-05,0.011109,0.0011777647058823528,0.002628869089775387,nypost.com
114,443.0,59840.0,13.0,6228.0,40.0,4136.0,479.0769230769231,1113.4644479834444,1.0000000000000002e-06,0.012432,0.0016775833333333332,0.003485250309475199,19.0,1624.0,40.0,557.0,85.47368421052632,116.8861594415945,1.5e-05,0.010931000000000001,0.001133777777777778,0.002532029680049899,nypost.com
115,443.0,59856.0,11.0,6126.0,40.0,4136.0,556.9090909090909,1201.872660022305,1.0000000000000002e-06,0.008098000000000001,0.0015,0.0024412376187317596,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,3e-06,0.006431,0.0009550588235294116,0.0015745833762692686,nypost.com
116,443.0,59880.0,12.0,6188.0,40.0,4136.0,515.6666666666666,1154.7838312730646,1.0000000000000002e-06,0.012347,0.0017467272727272733,0.0035915091839200156,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,4.000000000000001e-06,0.011048,0.0011331176470588235,0.0026179175617834336,nypost.com
117,443.0,59894.0,12.0,6166.0,40.0,2676.0,513.8333333333334,797.3129684740927,0.0,0.009717,0.001516363636363636,0.002837147027304975,19.0,1624.0,40.0,557.0,85.47368421052632,116.8861594415945,4.000000000000001e-06,0.008096,0.0009760000000000002,0.001900740970067757,nypost.com
118,443.0,59906.0,12.0,6166.0,40.0,4136.0,513.8333333333334,1155.6150533439547,1.0000000000000002e-06,0.007478,0.0012156363636363634,0.002154794063140479,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,1e-05,0.0064800000000000005,0.0008022941176470587,0.0015497011310534158,nypost.com
119,443.0,59926.0,12.0,6166.0,40.0,4136.0,513.8333333333334,1155.6150533439547,1.0000000000000002e-06,0.008171000000000001,0.0014662727272727273,0.00244959768496417,18.0,1584.0,40.0,557.0,88.0,119.73991422589015,1e-05,0.006306,0.0010055882352941177,0.0015843927487693642,nypost.com
120,443.0,50148.0,16.0,6072.0,52.0,2940.0,379.5,789.8333157487513,1.0000000000000002e-06,0.021812,0.0018266666666666668,0.005565897125309074,16.0,1687.0,52.0,569.0,105.4375,126.37719665087263,6e-06,0.02036,0.002199933333333334,0.005204664274429601,theguardian.com
121,443.0,50166.0,15.0,5999.0,52.0,4393.0,399.93333333333334,1122.8759928140307,0.0,0.008564,0.0009969285714285711,0.0022479358211577025,17.0,1703.0,40.0,569.0,100.17647058823529,124.05454208437797,1.2e-05,0.00732,0.0009513749999999999,0.0018018946648828654,theguardian.com
122,443.0,50206.0,15.0,5998.0,52.0,4393.0,399.8666666666667,1122.8480921724176,0.0,0.007626000000000001,0.0009645000000000001,0.002011321025900831,17.0,1703.0,40.0,569.0,100.17647058823529,124.05454208437797,6e-06,0.00628,0.00092625,0.0016001987584880405,theguardian.com
123,443.0,50238.0,15.0,5999.0,52.0,4393.0,399.93333333333334,1122.8759928140307,0.0,0.008297,0.0011584285714285713,0.002226038347664911,17.0,1703.0,40.0,569.0,100.17647058823529,124.05454208437797,9e-06,0.006411,0.0011330625000000002,0.0017800826373607864,theguardian.com
124,443.0,50276.0,16.0,6072.0,52.0,4393.0,379.5,1087.8136482566,1.0000000000000002e-06,0.012344,0.0012721999999999998,0.003135115974159262,18.0,1755.0,40.0,569.0,97.5,120.88509371445654,1.5e-05,0.010997,0.0011995882352941177,0.0026194406143970777,theguardian.com
125,443.0,50310.0,15.0,5998.0,52.0,4393.0,399.8666666666667,1122.8480921724176,0.0,0.010628,0.001991642857142857,0.0031538326038974543,16.0,1663.0,40.0,569.0,103.9375,127.11803897690261,7.000000000000001e-06,0.011903,0.0019457333333333339,0.0032473642381534744,theguardian.com
126,443.0,50330.0,15.0,5998.0,52.0,4393.0,399.8666666666667,1122.8480921724176,1.0000000000000002e-06,0.008359,0.0011167142857142856,0.002199129807921286,17.0,1703.0,40.0,569.0,100.17647058823529,124.05454208437797,9e-06,0.006561,0.0010922500000000001,0.0017077016327996723,theguardian.com
127,443.0,50334.0,16.0,6073.0,52.0,4393.0,379.5625,1087.8417757958493,0.0,0.007986,0.0013591333333333336,0.0026014228487685814,18.0,1755.0,40.0,569.0,97.5,120.88509371445654,7.000000000000001e-06,0.008739,0.0012944117647058827,0.0024496436490544786,theguardian.com
128,443.0,50362.0,15.0,6000.0,52.0,4393.0,400.0,1122.9039521322763,0.0,0.007984,0.0011606428571428568,0.0020897234490253954,16.0,1663.0,40.0,569.0,103.9375,127.11803897690261,8.000000000000001e-06,0.007317000000000001,0.0015703333333333337,0.002400143557214463,theguardian.com
129,443.0,50376.0,16.0,6073.0,52.0,4393.0,379.5625,1087.8417757958493,0.0,0.007658000000000001,0.0009485333333333332,0.0019688455960161994,18.0,1755.0,40.0,569.0,97.5,120.88509371445654,7.000000000000001e-06,0.0064600000000000005,0.0009237647058823531,0.0016156105474948075,theguardian.com
130,443.0,36528.0,11.0,5493.0,52.0,4378.0,499.3636363636364,1289.825125567592,2.7000000000000002e-05,0.031378,0.0038717,0.00973135911542336,17.0,1778.0,52.0,569.0,104.58823529411765,122.41428573880248,1.6000000000000003e-05,0.031162000000000002,0.0024446875000000007,0.0077020476820020625,news.google.com
131,443.0,36706.0,11.0,5492.0,52.0,4377.0,499.27272727272725,1289.5244155043433,6.3e-05,0.0206,0.0030683999999999998,0.006359684744108347,17.0,1778.0,52.0,569.0,104.58823529411765,122.41428573880248,2.2000000000000003e-05,0.020378,0.0019706875000000007,0.0050568058260625345,news.google.com
132,443.0,42120.0,10.0,5463.0,52.0,4378.0,546.3,1349.5460183171062,4.1e-05,0.0068330000000000005,0.0013203333333333335,0.0021543189178949347,17.0,1739.0,52.0,569.0,102.29411764705883,123.04865130603949,1e-05,0.006534000000000001,0.0009037500000000001,0.0016488863110192486,news.google.com
133,443.0,42144.0,13.0,5618.0,52.0,4377.0,432.15384615384613,1188.3961072354234,1.0000000000000002e-06,0.011416,0.0014385000000000003,0.003193288743599614,18.0,1830.0,52.0,569.0,101.66666666666667,119.40440429358493,1.1000000000000001e-05,0.011059000000000001,0.0010456470588235294,0.002633827560347689,news.google.com
