,dport,sport,num_packets up,total_bytes up,min_pkt_size up,max_pkt_size up,mean_pkt_size up,std_pkt_size up,min_iat up,max_iat up,mean_iat up,std_iat up,num_packets down,total_bytes down,min_pkt_size down,max_pkt_size down,mean_pkt_size down,std_pkt_size down,min_iat down,max_iat down,mean_iat down,std_iat down,website
0,443.0,58242.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,1e-05,0.008104,0.0015086470588235295,0.002414433886576118,15.0,4804.0,52.0,2948.0,320.26666666666665,738.005561987042,0.0,0.008135,0.0016635000000000003,0.0028527174291838354,dailymail.co.uk
1,443.0,58254.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,3e-06,0.008046000000000001,0.0014369411764705885,0.0024731935698249605,16.0,4856.0,52.0,2948.0,303.5,716.1284800927833,1.0000000000000002e-06,0.008505,0.0015379999999999999,0.002826502305980713,dailymail.co.uk
2,443.0,58274.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,4.000000000000001e-06,0.008042,0.001674294117647059,0.0026846394023384663,16.0,4856.0,52.0,2948.0,303.5,716.1284800927833,0.0,0.008046000000000001,0.0017955333333333336,0.0029602195832323626,dailymail.co.uk
3,443.0,58292.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,6e-06,0.008019,0.0013045294117647061,0.0023232455777867918,16.0,4856.0,52.0,2948.0,303.5,716.1284800927833,0.0,0.008022000000000001,0.0014142666666666667,0.002590471177953834,dailymail.co.uk
4,443.0,58304.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,5e-06,0.008812,0.0016446470588235295,0.0026711408831521896,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,0.0,0.008808,0.0017659999999999998,0.0029432413618807607,dailymail.co.uk
5,443.0,58318.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,1.4000000000000001e-05,0.008033,0.001335,0.002354883648930452,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,0.0,0.008029,0.0014382666666666664,0.002665889625479287,dailymail.co.uk
6,443.0,58324.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,3e-06,0.009827,0.0018227647058823527,0.0032379272986243026,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,0.0,0.009342000000000001,0.001994466666666666,0.0034487662983960486,dailymail.co.uk
7,443.0,58336.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,4.000000000000001e-06,0.006475000000000001,0.0015130588235294116,0.0021996273965886885,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,0.0,0.008075,0.001556266666666667,0.0025106301845969916,dailymail.co.uk
8,443.0,58356.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,3e-06,0.008848,0.001740470588235294,0.002789441232524156,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,1.0000000000000002e-06,0.00884,0.0018885333333333336,0.003036995551684655,dailymail.co.uk
9,443.0,58370.0,18.0,1768.0,40.0,569.0,98.22222222222223,120.59146177733635,4.000000000000001e-06,0.008968,0.001784529411764706,0.002908285859351842,16.0,4857.0,52.0,2948.0,303.5625,716.1210296916762,0.0,0.008359,0.0019378000000000002,0.0031103346443751034,dailymail.co.uk
10,443.0,52470.0,123.0,7248.0,40.0,569.0,58.926829268292686,47.893182158227056,2.0000000000000003e-06,10.196173,0.1165289426229509,0.9352378092295565,125.0,891870.0,52.0,30200.0,7134.96,7227.6384638771315,1.0000000000000002e-06,10.194449,0.11462980645161283,0.9275701319506282,news18.com
11,443.0,52520.0,129.0,7524.0,40.0,569.0,58.325581395348834,46.78293672488551,4.000000000000001e-06,2.1574820000000003,0.018267218750000012,0.19060710863279312,143.0,892864.0,52.0,16458.0,6243.804195804196,6796.136594365807,0.0,2.1562810000000003,0.016457457746478905,0.1808791029899491,news18.com
12,443.0,52538.0,93.0,5652.0,40.0,569.0,60.774193548387096,54.98500369315318,5e-06,0.021898,0.002057913043478261,0.004483672274963742,94.0,889687.0,52.0,56524.0,9464.755319148937,10822.554259643533,1.0000000000000002e-06,0.021893000000000003,0.0020168602150537635,0.00446309347190303,news18.com
13,443.0,52566.0,120.0,7056.0,40.0,569.0,58.8,48.48626245710032,5e-06,0.017886000000000003,0.001869310924369747,0.004101976645777834,131.0,891803.0,52.0,16525.0,6807.656488549618,7079.383478992405,0.0,0.017882000000000002,0.0017000153846153851,0.003972077828899031,news18.com
14,443.0,52592.0,138.0,8004.0,40.0,569.0,58.0,45.24741392779575,4.000000000000001e-06,0.023397,0.0016845766423357665,0.004445496911486797,144.0,893098.0,52.0,17003.0,6202.069444444444,6812.4621527430345,0.0,0.023376,0.0016031328671328657,0.004377252939815497,news18.com
15,443.0,52604.0,89.0,5456.0,40.0,569.0,61.30337078651685,57.03954061047576,4.000000000000001e-06,0.017774,0.0018324772727272736,0.003909831986210798,92.0,889510.0,52.0,57281.0,9668.58695652174,12357.426740697114,1.0000000000000002e-06,0.017774,0.0017548241758241765,0.003914040542552207,news18.com
16,443.0,52612.0,102.0,6120.0,40.0,569.0,60.0,52.53758673370885,5e-06,0.020974,0.0017284356435643554,0.004120806557983138,106.0,890334.0,52.0,56524.0,8399.377358490567,10872.651387729744,1.0000000000000002e-06,0.020971,0.0016484190476190477,0.004078920213876726,news18.com
17,443.0,52632.0,114.0,6744.0,40.0,569.0,59.1578947368421,49.73088265186888,4.000000000000001e-06,0.9514910000000001,0.010132787610619474,0.08945169912129468,122.0,891427.0,52.0,57016.0,7306.7786885245905,9250.017827556909,0.0,0.950118,0.009450438016528905,0.086334447714773,news18.com
18,443.0,52654.0,105.0,6276.0,40.0,569.0,59.77142857142857,51.791604818448626,4.000000000000001e-06,2.9296800000000003,0.030043586538461557,0.2871590035697252,130.0,892024.0,52.0,49270.0,6861.723076923077,7808.2072146694045,0.0,2.928001,0.02420782945736437,0.2577225273534903,news18.com
19,443.0,52676.0,145.0,8428.0,40.0,569.0,58.12413793103448,44.15359598395342,2.0000000000000003e-06,17.544005000000002,0.14726495833333345,1.4670778487927112,158.0,899698.0,52.0,16458.0,5694.291139240507,6529.60574331297,0.0,17.542675000000003,0.13505931847133776,1.4051046186195366,news18.com
20,443.0,34382.0,22.0,1947.0,40.0,569.0,88.5,109.99469684186295,5e-06,0.016979,0.003702619047619048,0.006545065893298482,14.0,11727.0,52.0,4148.0,837.6428571428571,1121.8169744552024,0.0,0.023370000000000002,0.004682307692307692,0.008328470421638211,news.yahoo.com
